140,7467027,14519756
141,12962772,14539753
142,13760954,14651659
143,15672269,14655602
144,6651098,14659793
145,3235409,14782250
146,15679639,14797760
147,3932136,14818307
148,9845997,15023806
149,14492880,15055590
150,5512988,15365184
151,5816138,15516413
152,17384874,15576292
153,5656152,15577444
154,3180681,15586949
155,11029851,15587533
156,15590555,15594113
157,6252764,15608355
158,15736398,15612283
159,16884085,15632282
160,8979434,15689046
161,3765728,15825892
162,2669844,15897280
163,17827115,15985265
164,18080008,15995958
165,8840343,16007457
166,8410627,16014701
167,20370716,16095576
168,13953184,16361363
169,17654645,16366055
170,17013169,16386470
171,9116228,16415910
172,20443362,16422727
173,15589591,16422744
174,13167025,16424131
175,4180774,16427492
176,7807684,16444548
177,2885630,16485518
178,9161929,16490014
179,10617840,16492104
180,17937123,16544485
181,17012001,16630479
182,7962986,16637377
183,13645610,16676038
184,7529574,16683883
185,7530253,16683943
186,17654967,16693923
187,17659014,16713227
188,8546775,16742642
189,8544824,16838915
190,16561429,16856369
191,10784285,16886842
192,9519425,16937395
193,4847079,16950097
194,5900426,16952648
195,6154200,16952671
196,5052370,16952691
197,17658907,16959698
198,10403609,16961482
199,17755491,17000062
200,7431625,17047087
201,16393165,17062823
202,1065967,17102002
203,9067063,17105218
204,8970595,17105977
205,9422291,17165621
206,8880781,17223685
207,17360593,17244655
208,5326407,17315288
209,4215611,17321919
210,13137623,17352824
211,15636958,17354392
212,3021609,17354414
213,17355872,17356450
214,20242957,17356467
215,16316973,17359111
216,13763548,17359501
217,9565674,17360022
218,15636411,17360030
219,9856062,17360042
220,15656223,17360070
221,15655801,17360076
222,17360225,17360286
223,4142619,17360404
224,10339991,17373283
225,9532295,17383431
226,5559657,17423125
227,13038489,17423412
228,16571210,17473163
229,10946002,17557290
230,16260741,17696578
231,16463097,17728605
232,17327188,17728632
233,17629213,17728730
234,13644685,17728781
235,15684934,17729020
236,16399845,17729110
237,8313802,17729161
238,17324637,17729167
239,5545085,17729195
240,17654973,17729347
241,11081239,17732031
242,17378475,17732076
243,8698941,17732085
244,17656886,17732256
245,6125806,17732270
246,17659219,17732291
247,5995125,17732311
248,17378648,17732346
249,12422147,17746794
250,16690648,17769815
251,11050498,17804729
252,10785260,17813499
253,11605567,17927604
254,8842220,17962513
255,14588375,18058793
256,17654514,18076102
257,17660233,18088813
258,17543765,18123575
259,4173633,18267838
260,13007383,18305476
261,19508873,18527962
262,8161148,18551732
263,17941609,18568094
264,18655517,18656202
265,8127390,19017386
266,17913032,19051762
267,18302931,19091995
268,3848843,19101351
269,4227831,19175973
270,16154290,19298625
271,17537254,19298644
272,8559525,19395500
273,2505266,19881737
274,10945581,19884188
275,20479959,19929273
276,9521722,20172310
277,8715940,20981350
278,17658602,20379247
279,17025508,20556072
280,9202326,20730780
281,6700147,18929470
282,5993765,8391330
283,15672263,17777031
284,8598886,4926999
285,8592501,17729335
286,12026822,7955278
287,18604097,17353986
288,5786898,15512404
289,6154921,16952665
290,13049485,16096934
291,10663559,20981306
292,9085808,17574013
293,17380309,19835787
294,5523203,17729418
295,11261332,3882998
296,8229118,21220994
297,6700147,18929470
298,10877689,11003696
300,3815483,2379529
301,15894278,15005403
302,15680292,15680043
303,16340011,17067625
304,9811608,12371688
305,18248435,11055480
306,10725068,16059134
307,12030078,17354403
308,20443571,16863538
309,8193545,19051631
310,8641784,17464168
311,9724693,16595001
312,16950443,16670540
313,5523203,17729418
314,17941609,18568094
315,15673715,15632371
316,9060993,15524852
317,6254216,11192283
318,2660767,10017804
319,3167039,16501652
