skeleton,n_treenodes_left,n_inputs_left,n_outputs_left,n_treenodes_right,n_inputs_right,n_outputs_right
12839441,2649,177,84,337,19,12
12840470,4320,327,60,0,0,0
12842593,748,6,39,1440,16,57
12845026,0,0,0,259,0,0
12846265,0,0,0,345,2,0
12847167,0,0,0,371,2,0
12866697,1587,67,20,342,24,25
12868041,1968,157,28,266,48,27
12869029,1515,75,23,0,0,0
12871993,4230,367,57,1509,193,67
14546516,0,0,0,400,1,0
14546549,134,0,1,647,0,0
14546554,0,0,0,585,0,0
14546564,0,0,0,147,0,0
14546579,102,0,0,605,0,0
14546599,0,0,0,137,0,0
14546604,0,0,0,210,0,0
14546609,0,0,0,496,0,0
14546614,0,0,0,630,0,0
14546624,0,0,0,536,0,0
14546664,0,0,0,487,1,0
14546714,0,0,0,214,0,0
14546724,0,0,0,75,0,0
14546734,0,0,0,490,1,0
14546749,0,0,0,458,0,0
14546774,0,0,0,191,0,0
14546779,0,0,0,584,3,0
14546809,0,0,0,406,0,0
14546829,0,0,0,393,0,0
14546834,0,0,0,159,0,0
14546854,0,0,0,190,0,0
14546864,387,0,1,668,0,0
14546874,0,0,0,178,0,0
14546879,0,0,0,543,0,0
14546885,0,0,0,324,0,0
14546895,0,0,0,440,0,0
14546910,0,0,0,365,0,0
14546926,0,0,0,235,0,0
14546936,0,0,0,420,0,0
14546951,0,0,0,325,0,0
14546956,0,0,0,213,0,0
14546986,350,0,0,483,1,0
14547001,316,0,0,464,0,0
14547006,483,0,0,488,0,0
14547041,0,0,0,229,0,0
14547046,0,0,0,174,0,0
14547066,4,0,0,419,0,0
14547081,0,0,0,417,0,0
14547086,0,0,0,418,0,0
14547091,0,0,0,558,0,0
14547101,0,0,0,550,2,0
14547147,0,0,0,569,0,0
14547152,0,0,0,583,0,1
14547157,2,0,0,400,0,0
14547162,0,0,0,677,0,0
14547167,0,0,0,331,0,0
14547173,0,0,0,510,0,0
14547178,0,0,0,633,0,0
14547189,0,0,0,694,0,0
14547214,120,0,0,749,1,0
12877880,0,0,0,303,0,0
12880792,0,0,0,320,0,0
12882179,0,0,0,1546,83,34
12882387,1463,38,37,0,0,0
12884490,0,0,0,2187,111,28
12923749,1589,38,17,0,0,0
12927136,275,0,0,145,1,0
12928099,1404,58,31,812,0,0
12935696,635,19,48,2252,142,0
12935706,1818,90,36,351,2,19
12948470,2017,86,63,0,0,0
12962772,630,8,20,2027,90,0
12978829,0,0,0,279,1,0
12979804,0,0,0,252,0,0
12981110,0,0,0,185,0,0
12982435,0,0,0,636,0,0
12984739,0,0,0,448,0,0
12985971,0,0,0,459,0,0
12986939,0,0,0,533,0,0
12988149,0,0,0,331,0,0
12989453,0,0,0,1073,20,1
12990900,0,0,0,1986,27,49
12991032,0,0,0,495,1,0
12992011,0,0,0,355,0,0
12993051,0,0,0,375,0,0
12995472,0,0,0,387,0,0
12996024,0,0,0,330,0,0
13003574,0,0,0,1952,57,62
13007383,15,0,3,1168,21,0
13028455,1241,82,30,0,0,0
13038489,0,0,0,4370,168,81
13045287,345,5,31,1241,84,15
13046354,0,0,0,1586,90,30
13046847,0,0,0,2501,87,39
13049485,0,0,0,1503,43,17
13081886,487,6,10,2589,234,3
13084891,0,0,0,1396,27,32
13137623,0,0,0,1133,26,13
13167025,0,0,0,362,0,0
13167730,0,0,0,2560,74,39
13173311,0,0,0,1114,12,59
13191017,0,0,0,370,0,0
13197236,2469,273,14,585,27,20
13199414,2509,173,48,277,8,23
13202894,164,0,2,0,0,0
13206239,3206,140,49,0,0,0
13210358,875,7,45,3313,171,25
13216296,0,0,0,456,0,0
13217452,0,0,0,305,0,0
13217639,0,0,0,405,0,0
11463379,0,0,0,556,1,0
11464638,0,0,0,3893,264,56
11465297,620,37,17,2255,131,31
11468088,1702,76,42,0,0,0
11509597,0,0,0,213,0,0
11509767,0,0,0,190,0,0
11524047,0,0,0,3928,638,77
11528017,0,0,0,3526,232,60
11600886,5024,750,10,933,57,60
11605567,0,0,0,3227,150,61
11605861,827,17,60,5699,281,66
11623145,0,0,0,1962,78,21
11624548,313,20,25,2249,114,26
11625573,2199,145,0,1195,52,80
11637003,597,7,28,1377,21,21
11639192,52,0,0,1244,63,1
11645541,0,0,0,4167,214,86
11656349,1311,49,12,627,12,40
11687072,2104,76,25,0,0,0
11691603,4236,236,224,0,0,0
11691640,2324,99,31,0,0,0
11703922,3707,234,49,0,0,0
11712140,210,1,0,0,0,0
11714576,0,0,0,2807,98,80
11717001,1944,87,61,0,0,0
11717014,1493,56,20,0,0,0
11717020,1246,26,36,0,0,0
11717025,872,26,22,0,0,0
11717030,1985,54,30,0,0,0
11717035,945,40,13,0,0,0
11717040,1037,41,18,0,0,0
11717045,1588,28,10,0,0,0
11719626,1985,124,87,0,0,0
11725127,4021,254,223,0,0,0
11725803,4413,232,239,0,0,0
11756023,1323,36,35,0,0,0
11782821,3006,138,29,1440,40,53
11785627,1934,134,76,0,0,0
11788830,885,14,22,1706,30,28
11813287,0,0,0,3887,239,193
11821320,1119,53,32,0,0,0
11826171,0,0,0,3841,168,45
11838242,0,0,0,1088,20,16
11841664,2396,247,28,1291,108,57
11851588,0,0,0,2763,128,53
11853038,1719,24,61,1087,24,53
11871574,2003,223,25,515,32,47
11876076,1432,46,38,0,0,0
11889676,603,40,43,3373,487,35
11891098,0,0,0,2594,55,40
14241490,1816,89,17,1104,46,41
14255342,2127,101,38,0,0,0
14260575,2907,183,18,836,49,43
14264159,421,0,0,0,0,0
14265548,363,0,0,0,0,0
14265559,282,0,0,0,0,0
14265564,153,0,0,0,0,0
14265600,570,0,0,0,0,0
14266277,274,0,0,0,0,0
14266284,231,0,0,0,0,0
14266304,210,0,0,0,0,0
14266386,221,0,0,0,0,0
14266395,141,0,0,0,0,0
14266400,482,0,0,0,0,0
14266405,439,0,0,0,0,0
14266410,251,0,0,0,0,0
14266415,695,1,0,336,2,3
14266430,658,0,0,0,0,0
14266440,409,0,0,0,0,0
14266446,336,2,0,0,0,0
14266451,158,0,0,0,0,0
14266471,188,0,0,0,0,0
14266481,386,0,0,0,0,0
14266486,361,0,0,0,0,0
14266491,304,0,0,0,0,0
14266501,687,0,0,0,0,0
14266512,540,0,0,527,1,0
14266559,331,0,0,0,0,0
14266565,540,0,0,415,0,1
14266761,389,1,0,0,0,0
14266780,121,0,0,0,0,0
14266883,298,0,0,0,0,0
14266964,546,6,0,3,0,0
14266993,406,0,0,1,0,0
14267037,188,0,0,0,0,0
14267086,429,0,0,0,0,0
14267091,586,6,0,9,0,0
14267149,257,0,0,0,0,0
14267160,230,0,0,0,0,0
14267170,611,1,0,0,0,0
14267175,410,0,0,0,0,0
14270761,1905,51,27,677,17,15
14271622,405,0,0,0,0,0
14313750,3369,462,44,323,10,36
14319185,5771,370,123,0,0,0
14319498,2104,65,42,0,0,0
14319960,2238,119,48,0,0,0
14328512,670,15,38,1949,114,0
14329745,933,108,11,377,30,40
14333371,2560,86,60,0,0,0
14914117,0,0,0,650,1,0
14914127,0,0,0,657,0,0
14914137,0,0,0,268,0,0
14914142,0,0,0,753,2,0
14914152,0,0,0,747,0,0
14914157,0,0,0,324,0,0
14914162,0,0,0,348,0,0
14914182,421,4,23,2013,32,20
14948339,1059,60,44,2076,156,0
14973277,261,0,0,0,0,0
14973282,239,1,0,0,0,0
14973287,395,2,0,0,0,0
14973297,361,0,0,0,0,0
14973302,374,0,0,0,0,0
14973307,302,0,0,0,0,0
14973312,226,0,0,0,0,0
14973317,352,0,0,0,0,0
14973453,455,2,0,0,0,0
14976461,278,0,0,0,0,0
14976953,293,0,0,0,0,0
14977871,393,1,0,81,0,0
14977878,424,0,0,67,0,0
14977890,425,0,0,63,0,0
14979933,264,0,0,0,0,0
14979945,455,0,0,0,0,0
14981042,494,0,0,0,0,0
14981050,262,0,0,0,0,0
14981128,1867,92,50,0,0,0
14981186,327,0,0,0,0,0
14981210,151,0,0,0,0,0
14981280,211,0,0,0,0,0
14981285,479,0,0,0,0,0
14995061,676,14,16,190,4,15
14999928,2251,74,0,1450,56,53
15005403,814,92,0,610,5,14
15018449,0,0,0,1062,57,30
15023806,967,41,30,0,0,0
15023987,522,23,34,2297,142,26
15028907,1199,23,1,1115,28,107
15048530,0,0,0,3194,121,61
15055590,1350,54,36,0,0,0
15063529,974,45,25,0,0,0
15068806,438,6,28,1666,38,25
15077059,539,0,0,0,0,0
15078580,474,0,2,0,0,0
15078585,358,0,0,0,0,0
15078590,423,1,0,0,0,0
15078595,281,0,0,0,0,0
15078600,575,0,0,0,0,0
15078624,568,0,0,0,0,0
13634759,0,0,0,2038,84,45
13644685,0,0,0,1744,31,36
13645610,0,0,0,1511,54,36
13646473,0,0,0,1781,61,22
13649791,543,0,0,572,1,0
13652117,589,3,12,1159,49,7
13665529,0,0,0,3294,151,39
13674287,0,0,0,3406,124,122
13675374,0,0,0,1902,44,55
13713529,0,0,0,2615,117,46
13714311,1577,127,37,0,0,0
13718916,1446,58,2,785,19,26
13722516,0,0,0,2233,68,31
13722900,0,0,0,3213,170,46
13724377,580,5,19,1286,19,21
13726190,0,0,0,720,0,0
13727202,138,0,3,2103,264,0
13729664,0,0,0,634,0,0
13730666,0,0,0,985,0,0
13731104,0,0,0,1028,0,0
13732551,0,0,0,658,0,0
13733436,0,0,0,525,0,0
13733768,0,0,0,533,0,0
13734146,0,0,0,427,0,0
13734435,0,0,0,375,0,0
13734645,0,0,0,282,2,0
13734815,0,0,0,459,0,0
13734996,0,0,0,369,0,0
13735199,0,0,0,395,0,0
13736919,720,45,0,0,0,0
13743125,2688,265,16,974,33,74
13749806,1083,120,0,190,1,1
13751194,492,3,0,933,36,2
13756873,0,0,0,717,0,0
13758977,0,0,0,401,0,0
13759971,76,0,0,231,0,0
13760269,73,0,0,200,0,0
13760579,86,0,0,219,0,0
13760954,0,0,0,2175,121,0
13763548,0,0,0,1159,75,1
13764822,0,0,0,1982,116,2
13768622,0,0,0,2779,68,57
13793212,520,0,0,1073,32,1
13793978,488,0,0,266,0,0
13795090,783,5,39,1508,9,62
13803032,0,0,0,3447,233,47
13806524,0,0,0,3950,150,72
13818467,1767,74,40,0,0,0
13830600,1136,36,7,0,0,0
13832416,1546,40,36,0,0,0
14723506,1839,66,40,0,0,0
14724804,0,0,0,348,0,0
14726012,1040,25,35,0,0,0
14726069,2012,161,39,806,45,51
14727248,0,0,0,228,0,0
14743319,0,0,0,654,0,0
14749848,0,0,0,394,0,0
14751048,0,0,0,278,0,0
14751624,0,0,0,332,0,0
14753815,1008,18,53,2363,69,72
14754777,722,18,24,1724,224,33
14755393,461,21,36,1377,55,0
14756000,1178,85,28,0,0,0
14756061,930,13,28,2743,249,36
14756440,550,8,38,907,17,12
14757050,507,12,29,2078,85,2
14757992,1125,45,44,2719,288,0
14758420,642,18,10,1469,99,29
14759661,0,0,0,1875,55,23
14760757,807,16,25,2475,97,34
14761284,0,0,0,338,1,0
14761692,80,0,0,338,0,0
14762026,0,0,0,1302,54,38
14782250,841,32,36,0,0,0
14786448,0,0,0,400,0,0
14786951,0,0,0,427,2,0
14787518,0,0,0,452,0,0
14788579,0,0,0,205,0,0
14797204,0,0,0,166,0,0
14797760,1660,77,37,0,0,0
14818307,2575,148,40,0,0,0
14819319,0,0,0,580,0,0
14819849,0,0,0,20,0,0
14821704,0,0,0,481,0,1
14822335,0,0,0,587,0,0
14822830,0,0,0,506,1,1
14847176,0,0,0,352,0,0
14848137,0,0,0,531,0,0
14849956,0,0,0,514,0,0
14851773,0,0,0,516,0,0
14877179,0,0,0,211,0,0
14891367,2127,146,51,0,0,0
14898295,2991,147,90,0,0,0
14898816,4273,233,226,0,0,0
14914067,0,0,0,181,0,0
14914072,0,0,0,673,0,0
14914087,0,0,0,657,2,0
14914097,0,0,0,219,0,0
14914102,0,0,0,318,0,0
14914112,0,0,0,289,0,0
14547219,0,0,0,506,0,0
14547234,0,0,0,338,0,0
14547239,0,0,0,238,0,0
14547254,0,0,0,135,0,0
14547259,0,0,0,1713,59,11
14547291,0,0,0,207,0,0
14547296,0,0,0,349,0,0
14547301,0,0,0,193,0,0
14547306,0,0,0,405,0,0
14547311,0,0,0,222,0,0
14547316,0,0,0,303,0,0
14547321,0,0,0,814,0,0
14547326,10,0,0,943,0,0
14547336,0,0,0,254,0,0
14547376,0,0,0,637,0,0
14547381,0,0,0,343,0,0
14547391,0,0,0,542,1,0
14547396,0,0,0,183,0,0
14547401,0,0,0,517,0,0
14547406,412,0,0,915,0,0
14547411,403,0,0,885,0,0
14547416,0,0,0,498,0,0
14547432,0,0,0,559,0,0
14547437,386,0,0,977,0,0
14547442,158,0,0,433,0,0
14547447,0,0,0,749,0,0
14570370,1811,29,13,823,9,22
14575371,447,12,1,0,0,0
14579509,1631,61,21,672,8,27
14586769,2436,29,61,0,0,0
14588375,329,6,4,771,40,1
14604028,0,0,0,2310,152,80
14617508,2838,379,107,0,0,0
14621584,2312,48,35,887,11,34
14628429,0,0,0,492,0,0
14630189,0,0,0,167,0,0
14630424,0,0,0,298,0,0
14630736,0,0,0,298,0,0
14632529,265,2,0,495,0,0
14638686,1788,34,22,305,2,7
14644884,0,0,0,570,0,0
14651659,1183,102,1,0,0,0
14655602,2252,185,76,0,0,0
14656798,646,39,57,2798,270,62
14659793,558,1,0,522,6,7
14680483,0,0,0,2936,339,95
14684577,0,0,0,412,0,0
14720288,0,0,0,313,0,0
14720293,0,0,0,643,0,0
14720300,110,0,0,1029,0,0
14333495,4267,231,53,0,0,0
14334367,1981,103,131,5195,391,57
14338439,1859,89,51,0,0,0
14342744,1553,218,35,0,0,0
14374534,0,0,0,1981,56,49
14403560,225,0,0,0,0,0
14423343,683,0,0,0,0,0
14423348,496,1,0,0,0,0
14423369,687,0,0,0,0,0
14423394,546,0,0,0,0,0
14423404,508,0,0,0,0,0
14423409,733,0,0,244,0,0
14423438,571,0,0,419,0,0
14423489,593,0,1,346,3,1
14423494,305,0,0,0,0,0
14434314,2604,116,92,0,0,0
14437742,4078,294,41,0,0,0
14448530,434,0,0,0,0,0
14448535,306,0,0,0,0,0
14448540,701,0,0,0,0,0
14448545,259,0,0,0,0,0
14450919,1731,70,36,0,0,0
14451162,2162,72,16,0,0,0
14460113,2958,147,96,0,0,0
14461238,2561,123,36,0,0,0
14492757,3093,321,60,483,39,55
14492880,0,0,0,2012,205,68
14493841,1596,100,0,1087,27,68
14495367,296,20,39,867,75,13
14501257,0,0,0,3427,114,118
14504024,762,0,0,0,0,0
14504029,438,0,0,0,0,0
14504034,191,0,0,0,0,0
14504039,591,0,0,0,0,0
14504044,572,0,0,0,0,0
14504049,152,0,0,0,0,0
14504060,571,0,0,0,0,0
14504065,409,0,0,0,0,0
14504070,238,0,0,0,0,0
14504075,828,0,0,0,0,0
14504080,260,0,0,0,0,0
14514597,1779,143,44,0,0,0
14517691,0,0,0,701,49,3
14519048,3251,186,86,0,0,0
14519756,4004,239,101,0,0,0
14522124,3146,190,97,0,0,0
14539753,1998,106,1,455,5,23
14540633,3316,309,9,1323,87,59
14541927,4407,208,59,0,0,0
14546463,0,0,0,281,0,0
15078629,336,0,0,0,0,0
15078634,397,1,0,0,0,0
15078639,371,2,0,0,0,0
15078644,438,0,1,0,0,0
15078649,358,0,0,0,0,0
15078654,330,0,0,0,0,0
15078659,422,0,0,0,0,0
15078682,480,0,0,143,0,0
15078687,433,0,0,0,0,0
15078692,295,0,0,0,0,0
15078697,520,0,0,0,0,0
15078705,372,0,0,0,0,0
15078722,626,7,0,0,0,0
15078727,500,2,0,0,0,0
15078738,130,0,0,0,0,0
15079022,84,0,0,0,0,0
15079027,405,0,0,0,0,0
15079144,162,0,0,0,0,0
15079785,31,0,0,0,0,0
15079962,93,0,0,0,0,0
15096548,1010,24,25,0,0,0
15119833,249,0,0,0,0,0
15130939,348,0,0,0,0,0
15131659,283,0,0,0,0,0
15139341,281,0,0,0,0,0
15139746,293,0,0,0,0,0
15140015,407,0,0,0,0,0
15140301,360,0,0,0,0,0
15141235,92,0,0,0,0,0
15152956,0,0,0,659,0,0
15153709,0,0,0,364,0,0
15155348,0,0,0,1203,35,24
15202263,562,1,0,1275,62,0
15225589,711,23,42,3055,177,29
15250080,0,0,0,356,0,0
15253921,3233,231,9,317,0,0
15334461,0,0,0,418,3,0
15343835,3426,205,42,0,0,0
15365184,2030,53,0,0,0,0
15387603,1085,3,0,0,0,0
15398730,3673,323,73,0,0,0
15404207,1493,158,52,1757,140,1
15421363,3905,579,71,967,118,0
15431408,1596,50,34,0,0,0
15431795,604,8,28,1952,60,14
15467736,0,0,0,3715,222,54
15468308,2449,182,20,625,16,34
15474790,555,0,0,1363,51,17
15478720,0,0,0,3477,324,58
15480928,417,11,17,3770,450,40
15722306,1758,77,21,0,0,0
15722867,2452,156,125,0,0,0
15722990,1715,71,34,0,0,0
15732050,436,0,0,1085,37,0
15732471,0,0,0,3263,145,33
15732485,0,0,0,1774,32,31
15732497,0,0,0,3572,116,66
15732503,0,0,0,2401,144,75
15732509,0,0,0,3657,186,55
15732515,0,0,0,974,0,1
15732533,0,0,0,903,0,0
15734666,1148,11,2,0,0,0
15734988,2028,151,66,0,0,0
15736398,935,20,26,1259,84,0
15741782,197,0,0,0,0,0
15741865,3591,351,37,602,33,32
15741951,1125,8,1,0,0,0
15764960,1621,56,14,0,0,0
15766806,3933,236,68,0,0,0
15770140,3078,227,31,1156,72,24
15770867,324,0,0,0,0,0
15788419,493,1,0,0,0,0
15788431,1830,70,38,0,0,0
15792643,2324,119,30,508,5,39
15800115,821,15,58,2159,101,0
15810983,2431,217,29,0,0,0
15823055,355,14,33,1143,50,45
15825481,316,0,1,0,0,0
15825861,2218,100,33,0,0,0
15825892,1050,56,37,0,0,0
15825924,182,0,0,0,0,0
15828093,646,6,1,0,0,0
15829660,0,0,0,2097,30,46
15861524,2199,131,88,0,0,0
15867651,133,0,0,0,0,0
15868439,304,0,2,0,0,0
15894178,624,10,12,1204,87,0
15894278,622,3,13,1320,106,0
15897280,1476,75,1,1098,81,0
15934458,0,0,0,1238,100,0
15939130,778,10,1,0,0,0
15939179,294,0,0,0,0,0
15964206,0,0,0,1006,48,0
15974183,1326,67,3,835,25,18
15985265,1875,88,47,0,0,0
15995063,638,2,1,0,0,0
15995074,229,0,0,0,0,0
15995958,965,68,26,0,0,0
16007457,1748,78,35,0,0,0
16014372,82,0,0,0,0,0
15481779,0,0,0,2472,182,48
15488316,611,0,0,3109,252,50
15510288,4078,441,77,667,24,46
15512404,2063,118,64,0,0,0
15512408,1924,143,41,0,0,0
15513540,2372,137,43,0,0,0
15514582,2073,93,32,596,5,54
15516413,2078,61,44,0,0,0
15517247,1865,52,25,1160,22,24
15519213,2710,132,32,0,0,0
15522152,2597,176,24,0,0,0
15524629,1130,74,0,828,17,34
15524852,1172,30,2,0,0,0
15525711,1191,59,0,664,8,38
15525794,1455,94,0,1090,21,50
15539984,1001,44,0,1482,128,47
15541956,318,1,0,0,0,0
15541971,2018,81,32,1515,35,33
15547235,489,0,0,2018,54,40
15548844,0,0,0,3227,191,22
15553218,844,28,36,2254,71,11
15560623,0,0,0,2559,101,0
15566333,1403,81,1,1446,76,56
15568134,2727,107,26,884,32,36
15568333,1563,73,68,1800,142,0
15571194,5925,793,110,0,0,0
15576292,1834,48,11,428,15,31
15577444,2850,122,40,613,15,25
15582537,184,0,0,909,0,0
15583282,1118,0,0,33,0,0
15585114,366,4,20,1437,70,27
15586914,1506,41,20,0,0,0
15586949,1342,40,16,0,0,0
15587533,2543,147,17,915,23,41
15588389,0,0,0,2636,152,64
15588620,2947,255,3,1323,41,100
15588711,1305,56,0,0,0,0
15589591,0,0,0,1825,37,53
15589738,0,0,0,2749,69,56
15590555,764,65,49,3240,207,22
15590793,843,50,16,0,0,0
15592096,4248,216,59,1744,86,34
15594113,2767,108,27,673,39,25
15599768,0,0,0,61,0,0
15601640,586,13,22,2356,102,25
15605297,865,23,50,1697,116,0
15605301,2156,98,31,367,14,15
15605987,1238,33,53,5811,518,68
15606239,0,0,0,4385,299,63
15607335,562,21,20,2473,107,27
16014607,1271,50,15,0,0,0
16014701,1552,78,45,0,0,0
16015738,2483,137,64,0,0,0
16017113,2156,116,57,0,0,0
16026042,1062,23,2,0,0,0
16026677,950,125,26,259,25,31
16039470,3593,231,191,0,0,0
16045758,2142,58,31,0,0,0
16046580,353,0,0,0,0,0
16051878,1726,62,27,318,16,20
16053650,256,1,0,0,0,0
16053670,962,16,5,0,0,0
16054240,184,0,0,0,0,0
16057212,0,0,0,379,0,0
16058860,3222,156,172,0,0,0
16059078,2702,124,72,0,0,0
16059134,3518,182,51,0,0,0
16070049,0,0,0,3443,192,100
16087799,1402,78,13,0,0,0
16089738,2637,194,63,0,0,0
16089743,3314,248,52,0,0,0
16095576,1556,85,30,0,0,0
16096934,1621,72,28,0,0,0
16098538,2192,111,20,0,0,0
16100103,611,8,14,2621,104,8
16100461,3375,273,69,0,0,0
16115255,0,0,0,940,46,0
16115575,0,0,0,715,46,1
16131474,783,2,29,2192,72,27
16141217,1252,61,31,0,0,0
16145456,0,0,0,401,3,0
16154290,452,0,0,1334,87,0
16158918,0,0,0,653,5,2
16160495,2629,176,49,0,0,0
16167914,1977,111,28,678,17,41
16176721,0,0,0,1442,43,17
16178283,0,0,0,5388,473,117
16181130,785,45,37,2819,86,41
16181377,0,0,0,4765,269,52
16188942,610,10,31,1167,20,27
16195633,0,0,0,4936,329,6
16210988,2759,154,106,0,0,0
16220042,1347,47,14,0,0,0
16223537,7470,1453,202,0,0,0
16223688,0,0,0,1494,76,93
16240569,1407,75,43,4216,182,61
16259595,3130,197,82,0,0,0
16260741,0,0,0,3892,160,67
16283590,1026,25,24,673,10,17
16295025,0,0,0,2895,189,47
15608355,629,23,20,0,0,0
15608953,2345,134,25,587,4,26
15610774,599,7,34,2736,107,29
15612283,1356,106,5,1015,24,57
15617305,844,63,42,3881,435,37
15618614,0,0,0,1910,214,32
15623649,4506,327,83,1222,55,143
15629759,1254,39,1,1388,20,52
15632120,642,9,27,3684,196,33
15632282,1177,47,19,1107,26,43
15632371,968,8,0,475,8,2
15633329,0,0,0,3833,158,67
15636411,580,8,28,1848,63,21
15636958,656,12,23,3563,196,28
15638906,604,11,17,3163,132,26
15638932,688,6,22,2214,88,34
15639216,2372,121,47,445,7,29
15639294,1666,31,0,336,2,0
15639331,628,6,38,2016,90,50
15655801,577,2,18,1738,69,13
15656223,588,13,6,1582,43,17
15656826,692,11,19,2234,84,30
15662776,932,40,22,1265,51,3
15668309,3519,279,35,678,52,46
15668497,692,11,45,1477,72,1
15668869,958,19,31,2218,85,5
15669682,1644,48,22,0,0,0
15672263,0,0,0,827,21,1
15672269,0,0,0,2160,156,49
15673454,648,30,26,1266,46,0
15673715,389,9,8,943,27,1
15674269,0,0,0,1165,23,36
15674282,0,0,0,2253,66,36
15674294,0,0,0,461,4,0
15676016,1549,39,16,799,27,29
15676571,0,0,0,2132,107,56
15679639,0,0,0,4028,172,67
15680043,604,1,4,384,9,29
15680292,356,12,25,1354,44,3
15683275,0,0,0,3798,237,59
15684934,850,39,23,3223,165,20
15686444,1983,71,48,254,2,6
15688523,0,0,0,1629,103,67
15689046,1308,28,34,508,14,33
15691114,2392,108,47,0,0,0
15691118,1407,29,11,0,0,0
15691122,1429,36,7,0,0,0
15706875,0,0,0,2341,126,47
15718981,1114,34,4,1825,24,80
15721919,3325,184,190,0,0,0
16438190,2753,159,100,0,0,0
16439567,641,2,0,0,0,0
16439574,486,5,0,0,0,0
16439578,542,2,3,0,0,0
16440649,2279,141,93,0,0,0
16440704,2116,96,48,0,0,0
16442113,2682,117,55,0,0,0
16443509,0,0,0,3225,244,68
16443532,629,2,1,0,0,0
16443536,296,0,0,0,0,0
16443544,198,0,0,0,0,0
16443548,113,0,0,0,0,0
16443747,116,0,0,0,0,0
16444327,2571,176,140,0,0,0
16444544,1753,112,42,0,0,0
16444548,1789,95,27,525,13,25
16444552,2236,100,20,490,24,32
16444754,1609,63,0,588,6,22
16444758,1501,61,27,0,0,0
16445073,2053,126,53,0,0,0
16445338,2470,202,52,0,0,0
16448926,680,0,1,0,0,0
16448930,1723,59,7,0,0,0
16448934,472,4,0,0,0,0
16448954,1411,39,3,0,0,0
16448967,1145,16,1,0,0,0
16448971,1694,53,6,0,0,0
16448979,1393,48,18,0,0,0
16448983,633,7,4,0,0,0
16450562,0,0,0,2224,46,12
16457812,0,0,0,1738,55,76
16461910,315,0,0,0,0,0
16463097,0,0,0,611,14,0
16464284,3394,152,20,625,8,32
16464614,911,14,4,0,0,0
16468935,2448,102,61,1145,30,43
16471397,0,0,0,70,0,0
16471422,837,19,48,2344,170,0
16472086,4555,230,55,948,24,25
16474159,2071,68,13,546,8,26
16475849,4271,435,60,1499,124,51
16484888,906,22,39,2909,69,31
16485079,1455,39,57,3633,167,53
16485518,1321,39,30,0,0,0
16486385,2386,144,6,1486,38,56
16490014,807,34,12,0,0,0
16491111,565,1,0,94,1,1
16492104,2445,117,69,0,0,0
16494105,1522,76,36,0,0,0
16501652,1483,46,30,0,0,0
13833814,855,19,0,0,0,0
13834125,675,13,50,1940,94,26
13835439,201,2,22,1428,36,29
13836327,0,0,0,2813,187,46
13836912,0,0,0,784,2,1
13838330,116,0,0,331,0,0
13840191,77,0,0,376,0,0
13841014,0,0,0,316,0,0
13841523,0,0,0,879,35,31
13842372,733,8,20,1658,70,2
13849274,0,0,0,1111,20,22
13849557,2600,136,33,3277,112,115
13852833,3011,204,63,0,0,0
13854190,1323,59,37,192,2,22
13858797,0,0,0,4565,297,61
13858824,0,0,0,3051,122,107
13863331,0,0,0,4898,286,61
13948718,501,8,27,1088,60,1
13950464,762,17,25,909,39,13
13950873,0,0,0,180,0,0
13950952,0,0,0,251,0,0
13953184,298,10,14,1651,87,8
13953356,0,0,0,2074,96,29
13953546,1072,43,41,2867,155,31
13965334,0,0,0,271,0,0
13966425,0,0,0,268,0,0
13966828,1396,68,40,0,0,0
13967121,0,0,0,295,0,0
13967587,0,0,0,277,0,0
13968203,0,0,0,1007,57,4
13986477,0,0,0,2759,150,47
13986583,0,0,0,3558,164,43
13988443,596,0,0,3905,194,93
14000746,4349,548,0,1400,37,89
14034206,510,3,7,2671,177,9
14034311,2718,173,5,934,26,38
14039007,0,0,0,442,42,0
14071449,2517,156,37,926,31,39
14071613,2927,213,76,0,0,0
14073503,3657,278,30,869,19,31
14077179,483,5,0,3896,396,0
14077615,0,0,0,4220,294,89
14082322,6283,872,138,0,0,0
14083681,899,40,31,2880,255,31
14127447,817,58,49,2519,349,23
14133114,2443,118,50,0,0,0
14158399,5852,424,74,1029,48,83
14162492,2347,114,52,0,0,0
14206030,0,0,0,4603,356,74
14214039,1138,94,40,2055,207,2
16297403,672,16,33,1292,29,21
16316916,2444,126,62,0,0,0
16316973,0,0,0,473,9,2
16316981,0,0,0,323,4,0
16318521,0,0,0,2205,71,81
16318947,0,0,0,239,0,0
16327998,943,103,1,1794,229,69
16335254,1209,22,27,2049,53,43
16339338,0,0,0,3473,233,9
16339645,403,49,32,2309,182,20
16340011,0,0,0,2506,71,25
16340461,0,0,0,3327,216,62
16340977,1757,73,0,901,20,65
16342197,1619,145,2,1067,22,61
16345627,1068,63,1,688,10,32
16347283,524,14,34,1177,26,0
16347476,0,0,0,863,50,27
16347786,0,0,0,1073,74,0
16348875,1372,79,24,413,10,14
16350988,0,0,0,3493,206,60
16353832,1875,148,57,3317,181,4
16355225,0,0,0,1099,50,39
16356967,2564,104,1,1404,38,63
16361363,1710,117,14,410,13,19
16366055,822,29,10,240,5,4
16369928,288,7,15,1575,76,9
16383966,702,38,7,448,27,32
16385470,3134,170,0,2023,93,80
16386470,2579,104,67,0,0,0
16388736,226,2,1,1150,112,1
