skeleton,n_treenodes_left,n_inputs_left,n_outputs_left,n_treenodes_right,n_inputs_right,n_outputs_right
20479904,0,0,0,257,0,0
20479959,0,0,0,3054,88,41
20536322,0,0,0,2002,60,37
20556072,524,17,3,0,0,0
20730780,1804,95,23,346,9,25
20753167,0,0,0,1269,32,0
20812872,850,24,28,0,0,0
20812884,81,0,0,0,0,0
20911955,0,0,0,616,49,0
20911961,0,0,0,936,61,0
20981306,721,23,22,0,0,0
20981350,1713,87,13,0,0,0
21133456,1477,47,22,0,0,0
21136945,2584,202,1,0,0,0
21220994,3065,93,38,712,6,12
17733517,137,0,0,0,0,0
17733525,125,0,0,0,0,0
17736450,95,0,0,0,0,0
17736613,101,0,0,0,0,0
17736635,232,0,0,0,0,0
17736641,863,82,0,0,0,0
17736654,1080,116,0,0,0,0
17736748,413,20,0,0,0,0
17736755,633,35,0,0,0,0
17740547,1129,25,10,0,0,0
17743170,3471,157,120,0,0,0
17744059,0,0,0,429,0,0
17746794,526,23,0,778,39,33
17755491,0,0,0,2092,89,19
17756162,0,0,0,2681,148,44
17762417,0,0,0,1911,72,31
17769815,1796,50,10,1357,23,21
17769819,141,0,0,341,0,0
17776906,1290,79,31,0,0,0
17776982,498,41,5,91,0,0
17777031,968,68,4,0,0,0
17777052,133,0,0,0,0,0
17777259,606,11,20,3684,202,48
17777981,798,21,0,968,40,62
17784367,853,46,80,6912,541,72
17804729,1562,34,7,716,10,29
17806341,1202,19,39,4671,303,18
17809869,723,66,0,0,0,0
17813001,0,0,0,2072,64,43
17813006,712,24,25,3245,256,19
17813457,2183,135,1,737,42,37
17813499,1101,40,0,643,12,26
17814107,627,26,8,0,0,0
17819985,0,0,0,1265,12,38
17822238,0,0,0,4058,258,60
17827011,1868,30,23,0,0,0
17827115,0,0,0,4885,152,47
17844900,2965,118,48,0,0,0
17847543,0,0,0,2727,148,72
17850822,0,0,0,1972,60,38
17854345,998,56,89,3006,292,16
17867309,705,19,30,2917,107,43
17877682,0,0,0,852,48,0
17882830,195,0,1,26,0,0
17884299,0,0,0,1787,68,69
17896997,0,0,0,3378,126,65
17897230,0,0,0,1931,86,27
17897298,0,0,0,1663,73,28
17913032,0,0,0,3476,183,37
17913185,0,0,0,1456,55,33
17913199,0,0,0,2608,142,59
17927604,1650,72,47,0,0,0
17933822,1085,55,18,0,0,0
17937123,0,0,0,3880,219,42
17937986,647,19,40,1880,61,34
17937991,0,0,0,578,26,24
17941609,107,1,0,1317,17,10
17942676,0,0,0,3256,113,67
17951049,474,9,0,0,0,0
17952967,1789,86,57,3263,232,6
17962513,1616,45,51,0,0,0
17975547,1016,49,33,0,0,0
17980698,0,0,0,3220,126,64
17980792,988,49,44,4325,190,45
17990556,0,0,0,2419,67,39
18023286,1683,83,8,671,2,24
18028397,3991,649,123,247,0,0
18035063,2278,77,37,701,17,28
18035864,3245,418,37,868,55,43
18058644,1888,64,10,408,9,15
18058793,929,77,0,268,2,4
18059683,110,0,1,0,0,0
18059690,109,0,2,0,0,0
18062678,2595,330,12,1149,38,51
18076102,1392,92,1,0,0,0
18080008,0,0,0,987,48,26
18087179,1025,38,41,0,0,0
18088813,874,18,21,0,0,0
18098174,1598,71,78,3308,222,0
18099401,1869,94,13,197,2,7
18111410,2370,207,47,0,0,0
18123575,652,37,11,0,0,0
18133444,943,13,20,1582,53,0
18134183,367,2,0,0,0,0
18142558,691,33,38,3107,154,37
18149325,902,69,0,533,9,21
18163015,0,0,0,1605,36,38
18187865,0,0,0,1135,35,23
18220289,0,0,0,3113,153,46
18232369,786,21,44,1218,37,0
18248435,0,0,0,3290,149,48
18264509,0,0,0,2468,78,41
18267838,1498,61,34,0,0,0
18292832,0,0,0,3802,206,29
18302610,0,0,0,1933,66,16
18302665,0,0,0,1649,48,16
18302931,1195,33,39,895,7,0
18305433,983,53,0,0,0,0
18305476,447,29,0,27,0,0
18341449,0,0,0,2285,72,36
18412747,1699,42,21,529,14,19
18425189,0,0,0,2170,68,21
18440675,954,43,1,0,0,0
18464581,1055,81,0,2406,199,0
18485293,1152,22,0,769,3,13
18500915,2450,56,34,684,14,19
18500988,3211,252,60,2255,95,135
18501001,2487,102,25,0,0,0
18527962,1577,49,18,0,0,0
18538744,2312,130,42,1216,27,52
18545747,1087,67,73,2257,163,1
18551732,3360,440,68,0,0,0
18566361,2431,175,0,963,18,42
18566501,2676,145,52,0,0,0
18568094,1067,26,9,101,4,4
18570360,186,9,9,934,49,16
18597845,1490,48,19,875,27,34
18598859,0,0,0,3508,129,48
18604097,0,0,0,2397,108,0
18639459,1002,21,50,4316,251,50
18644088,819,8,25,2185,73,27
18648531,1818,114,37,0,0,0
18655517,435,17,21,2188,124,20
18656202,1237,11,12,517,17,19
18695745,891,24,2,30,2,1
18740553,2251,100,60,0,0,0
18852527,771,2,1,0,0,0
18853138,0,0,0,303,0,0
18861011,0,0,0,2254,44,71
18909888,0,0,0,1437,60,21
18925103,0,0,0,55,0,0
18929470,970,56,0,0,0,0
19010160,0,0,0,975,58,1
19017386,2659,145,54,0,0,0
19045334,1969,82,42,0,0,0
19046339,0,0,0,3172,157,73
19048289,0,0,0,2908,74,74
19051631,1716,58,21,0,0,0
19051762,1398,72,30,0,0,0
19054481,105,0,0,161,0,0
19088042,3289,196,29,747,18,38
19090042,0,0,0,952,50,33
19091931,0,0,0,2755,93,51
19091995,1084,41,0,1236,44,32
19092010,1014,43,17,2137,67,0
19101351,1638,22,1,1180,18,46
19102929,1092,57,17,427,3,28
19132527,0,0,0,3187,187,53
19139824,425,0,0,0,0,0
19143114,0,0,0,2968,117,53
